nct_id,canonical_drug,disease,score,baseline_p,counterfactual_p,delta_p,feasibility
NCT04310709,nivolumab,hepatocellular carcinoma,CDS,0.5285,0.535,0.0065,LOW - requires fundamental biology change
NCT04310709,nivolumab,hepatocellular carcinoma,TWS,0.5285,0.5251,-0.0034,MEDIUM - dose optimization or patient selection
NCT02978612,capecitabine,colorectal cancer,TDS,0.2949,0.7243,0.4294,MEDIUM - combination therapy or target validation
NCT02978612,capecitabine,colorectal cancer,MCS,0.2949,0.292,-0.0029,MEDIUM - modality switch or formulation change
NCT02978612,capecitabine,colorectal cancer,EMS,0.2949,0.2964,0.0015,HIGH - invest in translational/mechanistic studies
NCT02978612,capecitabine,colorectal cancer,BFS,0.2949,0.2968,0.0019,HIGH - biomarker enrichment is a clinical design choice
NCT02978612,capecitabine,colorectal cancer,CDS,0.2949,0.3003,0.0054,LOW - requires fundamental biology change
NCT02978612,capecitabine,colorectal cancer,TWS,0.2949,0.2921,-0.0028,MEDIUM - dose optimization or patient selection
NCT02784171,pembrolizumab,cancer nos,TDS,0.3197,0.9175,0.5977,MEDIUM - combination therapy or target validation
NCT02784171,pembrolizumab,cancer nos,MCS,0.3197,0.3167,-0.003,MEDIUM - modality switch or formulation change
NCT02784171,pembrolizumab,cancer nos,EMS,0.3197,0.3213,0.0016,HIGH - invest in translational/mechanistic studies
NCT02784171,pembrolizumab,cancer nos,BFS,0.3197,0.3391,0.0194,HIGH - biomarker enrichment is a clinical design choice
NCT02784171,pembrolizumab,cancer nos,CDS,0.3197,0.3254,0.0057,LOW - requires fundamental biology change
NCT02784171,pembrolizumab,cancer nos,TWS,0.3197,0.3167,-0.003,MEDIUM - dose optimization or patient selection
NCT04880434,cyclophosphamide,lymphoma,TDS,0.3531,0.832,0.4789,MEDIUM - combination therapy or target validation
NCT04880434,cyclophosphamide,lymphoma,MCS,0.3531,0.3509,-0.0022,MEDIUM - modality switch or formulation change
NCT04880434,cyclophosphamide,lymphoma,EMS,0.3531,0.3557,0.0026,HIGH - invest in translational/mechanistic studies
NCT04880434,cyclophosphamide,lymphoma,BFS,0.3531,0.3551,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT04880434,cyclophosphamide,lymphoma,CDS,0.3531,0.359,0.006,LOW - requires fundamental biology change
NCT04880434,cyclophosphamide,lymphoma,TWS,0.3531,0.3499,-0.0031,MEDIUM - dose optimization or patient selection
NCT04323657,cyclophosphamide,lymphoma,TDS,0.3531,0.832,0.4789,MEDIUM - combination therapy or target validation
NCT04323657,cyclophosphamide,lymphoma,MCS,0.3531,0.3509,-0.0022,MEDIUM - modality switch or formulation change
NCT04323657,cyclophosphamide,lymphoma,EMS,0.3531,0.3557,0.0026,HIGH - invest in translational/mechanistic studies
NCT04323657,cyclophosphamide,lymphoma,BFS,0.3531,0.3551,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT04323657,cyclophosphamide,lymphoma,CDS,0.3531,0.359,0.006,LOW - requires fundamental biology change
NCT04323657,cyclophosphamide,lymphoma,TWS,0.3531,0.3499,-0.0031,MEDIUM - dose optimization or patient selection
NCT04166383,nivolumab,colorectal cancer,TDS,0.529,0.9637,0.4347,MEDIUM - combination therapy or target validation
NCT04166383,nivolumab,colorectal cancer,MCS,0.529,0.5255,-0.0035,MEDIUM - modality switch or formulation change
NCT04166383,nivolumab,colorectal cancer,EMS,0.529,0.5272,-0.0018,HIGH - invest in translational/mechanistic studies
NCT04166383,nivolumab,colorectal cancer,BFS,0.529,0.5313,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT04166383,nivolumab,colorectal cancer,CDS,0.529,0.5355,0.0065,LOW - requires fundamental biology change
NCT04166383,nivolumab,colorectal cancer,TWS,0.529,0.5256,-0.0034,MEDIUM - dose optimization or patient selection
NCT03056001,pembrolizumab,cancer nos,TDS,0.4582,0.9524,0.4942,MEDIUM - combination therapy or target validation
NCT03056001,pembrolizumab,cancer nos,MCS,0.4582,0.4547,-0.0035,MEDIUM - modality switch or formulation change
NCT03056001,pembrolizumab,cancer nos,EMS,0.4582,0.46,0.0018,HIGH - invest in translational/mechanistic studies
NCT03056001,pembrolizumab,cancer nos,BFS,0.4582,0.4604,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03056001,pembrolizumab,cancer nos,CDS,0.4582,0.4646,0.0065,LOW - requires fundamental biology change
NCT03056001,pembrolizumab,cancer nos,TWS,0.4582,0.4548,-0.0034,MEDIUM - dose optimization or patient selection
NCT04944173,durvalumab,nsclc,TDS,0.4834,0.97,0.4866,MEDIUM - combination therapy or target validation
NCT04944173,durvalumab,nsclc,MCS,0.4834,0.4827,-0.0007,MEDIUM - modality switch or formulation change
NCT04944173,durvalumab,nsclc,EMS,0.4834,0.4816,-0.0018,HIGH - invest in translational/mechanistic studies
NCT04944173,durvalumab,nsclc,BFS,0.4834,0.4856,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT04944173,durvalumab,nsclc,CDS,0.4834,0.4899,0.0065,LOW - requires fundamental biology change
NCT04944173,durvalumab,nsclc,TWS,0.4834,0.48,-0.0034,MEDIUM - dose optimization or patient selection
NCT03090737,nivolumab,nsclc,TDS,0.4934,0.9587,0.4653,MEDIUM - combination therapy or target validation
NCT03090737,nivolumab,nsclc,MCS,0.4934,0.4899,-0.0035,MEDIUM - modality switch or formulation change
NCT03090737,nivolumab,nsclc,EMS,0.4934,0.4916,-0.0018,HIGH - invest in translational/mechanistic studies
NCT03090737,nivolumab,nsclc,BFS,0.4934,0.4957,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03090737,nivolumab,nsclc,CDS,0.4934,0.4999,0.0065,LOW - requires fundamental biology change
NCT03090737,nivolumab,nsclc,TWS,0.4934,0.49,-0.0034,MEDIUM - dose optimization or patient selection
NCT02625961,pembrolizumab,bladder cancer,TDS,0.5208,0.9625,0.4418,MEDIUM - combination therapy or target validation
NCT02625961,pembrolizumab,bladder cancer,MCS,0.5208,0.5173,-0.0035,MEDIUM - modality switch or formulation change
NCT02625961,pembrolizumab,bladder cancer,EMS,0.5208,0.519,-0.0018,HIGH - invest in translational/mechanistic studies
NCT02625961,pembrolizumab,bladder cancer,BFS,0.5208,0.523,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT02625961,pembrolizumab,bladder cancer,CDS,0.5208,0.5273,0.0065,LOW - requires fundamental biology change
NCT02625961,pembrolizumab,bladder cancer,TWS,0.5208,0.5174,-0.0034,MEDIUM - dose optimization or patient selection
NCT02684253,nivolumab,hnscc,TDS,0.5296,0.9638,0.4342,MEDIUM - combination therapy or target validation
NCT02684253,nivolumab,hnscc,MCS,0.5296,0.5261,-0.0035,MEDIUM - modality switch or formulation change
NCT02684253,nivolumab,hnscc,EMS,0.5296,0.5278,-0.0018,HIGH - invest in translational/mechanistic studies
NCT02684253,nivolumab,hnscc,BFS,0.5296,0.5318,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT02684253,nivolumab,hnscc,CDS,0.5296,0.5361,0.0065,LOW - requires fundamental biology change
NCT02684253,nivolumab,hnscc,TWS,0.5296,0.5262,-0.0034,MEDIUM - dose optimization or patient selection
NCT02611037,gemcitabine,cancer nos,TDS,0.3199,0.7427,0.4229,MEDIUM - combination therapy or target validation
NCT02611037,gemcitabine,cancer nos,MCS,0.3199,0.3168,-0.003,MEDIUM - modality switch or formulation change
NCT02611037,gemcitabine,cancer nos,EMS,0.3199,0.3214,0.0016,HIGH - invest in translational/mechanistic studies
NCT02611037,gemcitabine,cancer nos,BFS,0.3199,0.3218,0.0019,HIGH - biomarker enrichment is a clinical design choice
NCT02611037,gemcitabine,cancer nos,CDS,0.3199,0.3255,0.0057,LOW - requires fundamental biology change
NCT02611037,gemcitabine,cancer nos,TWS,0.3199,0.3169,-0.003,MEDIUM - dose optimization or patient selection
NCT03241745,nivolumab,endometrial cancer,TDS,0.5298,0.9638,0.4341,MEDIUM - combination therapy or target validation
NCT03241745,nivolumab,endometrial cancer,MCS,0.5298,0.5263,-0.0035,MEDIUM - modality switch or formulation change
NCT03241745,nivolumab,endometrial cancer,EMS,0.5298,0.528,-0.0018,HIGH - invest in translational/mechanistic studies
NCT03241745,nivolumab,endometrial cancer,BFS,0.5298,0.532,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03241745,nivolumab,endometrial cancer,CDS,0.5298,0.5362,0.0065,LOW - requires fundamental biology change
NCT03241745,nivolumab,endometrial cancer,TWS,0.5298,0.5263,-0.0034,MEDIUM - dose optimization or patient selection
NCT02520154,pembrolizumab,ovarian cancer,TDS,0.5296,0.9638,0.4342,MEDIUM - combination therapy or target validation
NCT02520154,pembrolizumab,ovarian cancer,MCS,0.5296,0.5262,-0.0035,MEDIUM - modality switch or formulation change
NCT02520154,pembrolizumab,ovarian cancer,EMS,0.5296,0.5279,-0.0018,HIGH - invest in translational/mechanistic studies
NCT02520154,pembrolizumab,ovarian cancer,BFS,0.5296,0.5319,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT02520154,pembrolizumab,ovarian cancer,CDS,0.5296,0.5361,0.0065,LOW - requires fundamental biology change
NCT02520154,pembrolizumab,ovarian cancer,TWS,0.5296,0.5262,-0.0034,MEDIUM - dose optimization or patient selection
NCT04716075,acalabrutinib,leukemia,TDS,0.411,0.8328,0.4218,MEDIUM - combination therapy or target validation
NCT04716075,acalabrutinib,leukemia,MCS,0.411,0.4087,-0.0023,MEDIUM - modality switch or formulation change
NCT04716075,acalabrutinib,leukemia,EMS,0.411,0.4093,-0.0017,HIGH - invest in translational/mechanistic studies
NCT04716075,acalabrutinib,leukemia,BFS,0.411,0.4325,0.0214,HIGH - biomarker enrichment is a clinical design choice
NCT04716075,acalabrutinib,leukemia,CDS,0.411,0.4121,0.0011,LOW - requires fundamental biology change
NCT04716075,acalabrutinib,leukemia,TWS,0.411,0.4077,-0.0033,MEDIUM - dose optimization or patient selection
NCT03822351,durvalumab,nsclc,TDS,0.4834,0.97,0.4866,MEDIUM - combination therapy or target validation
NCT03822351,durvalumab,nsclc,MCS,0.4834,0.4827,-0.0007,MEDIUM - modality switch or formulation change
NCT03822351,durvalumab,nsclc,EMS,0.4834,0.4816,-0.0018,HIGH - invest in translational/mechanistic studies
NCT03822351,durvalumab,nsclc,BFS,0.4834,0.4856,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03822351,durvalumab,nsclc,CDS,0.4834,0.4899,0.0065,LOW - requires fundamental biology change
NCT03822351,durvalumab,nsclc,TWS,0.4834,0.48,-0.0034,MEDIUM - dose optimization or patient selection
NCT03108495,pembrolizumab,cervical cancer,TDS,0.5296,0.9638,0.4342,MEDIUM - combination therapy or target validation
NCT03108495,pembrolizumab,cervical cancer,MCS,0.5296,0.5261,-0.0035,MEDIUM - modality switch or formulation change
NCT03108495,pembrolizumab,cervical cancer,EMS,0.5296,0.5278,-0.0018,HIGH - invest in translational/mechanistic studies
NCT03108495,pembrolizumab,cervical cancer,BFS,0.5296,0.5318,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT03108495,pembrolizumab,cervical cancer,CDS,0.5296,0.5361,0.0065,LOW - requires fundamental biology change
NCT03108495,pembrolizumab,cervical cancer,TWS,0.5296,0.5262,-0.0034,MEDIUM - dose optimization or patient selection
NCT02793544,cyclophosphamide,leukemia,TDS,0.3491,0.8295,0.4804,MEDIUM - combination therapy or target validation
NCT02793544,cyclophosphamide,leukemia,MCS,0.3491,0.3469,-0.0022,MEDIUM - modality switch or formulation change
NCT02793544,cyclophosphamide,leukemia,EMS,0.3491,0.3517,0.0026,HIGH - invest in translational/mechanistic studies
NCT02793544,cyclophosphamide,leukemia,BFS,0.3491,0.3511,0.002,HIGH - biomarker enrichment is a clinical design choice
NCT02793544,cyclophosphamide,leukemia,CDS,0.3491,0.355,0.0059,LOW - requires fundamental biology change
NCT02793544,cyclophosphamide,leukemia,TWS,0.3491,0.346,-0.0031,MEDIUM - dose optimization or patient selection
NCT02815995,durvalumab,cancer nos,TDS,0.4517,0.9659,0.5142,MEDIUM - combination therapy or target validation
NCT02815995,durvalumab,cancer nos,MCS,0.4517,0.4511,-0.0007,MEDIUM - modality switch or formulation change
NCT02815995,durvalumab,cancer nos,EMS,0.4517,0.4535,0.0018,HIGH - invest in translational/mechanistic studies
NCT02815995,durvalumab,cancer nos,BFS,0.4517,0.4539,0.0022,HIGH - biomarker enrichment is a clinical design choice
NCT02815995,durvalumab,cancer nos,CDS,0.4517,0.4582,0.0064,LOW - requires fundamental biology change
NCT02815995,durvalumab,cancer nos,TWS,0.4517,0.4483,-0.0034,MEDIUM - dose optimization or patient selection
